Reg.,Data,Hora,kW,kvarIND,kvarCAP,SH,SR,FPot.,DCR,UFER
1140,2018-09-23,00:00:00,7,8,0,F,L,62 L,8,2
1143,2018-09-23,00:15:00,5,7,0,F,C,60 L,,
1146,2018-09-23,00:30:00,7,8,0,F,C,62 L,,
1149,2018-09-23,00:45:00,7,8,0,F,C,62 L,,
1152,2018-09-23,01:00:00,7,10,0,F,C,55 L,,
1155,2018-09-23,01:15:00,8,8,0,F,C,71 L,,
1158,2018-09-23,01:30:00,7,8,0,F,C,62 L,,
1161,2018-09-23,01:45:00,7,8,0,F,C,62 L,,
1164,2018-09-23,02:00:00,5,7,0,F,C,60 L,,
1167,2018-09-23,02:15:00,5,7,0,F,C,60 L,,
1170,2018-09-23,02:30:00,5,7,0,F,C,60 L,,
1173,2018-09-23,02:45:00,5,7,0,F,C,60 L,,
1176,2018-09-23,03:00:00,5,7,0,F,C,60 L,,
1179,2018-09-23,03:15:00,5,7,0,F,C,60 L,,
1182,2018-09-23,03:30:00,5,7,0,F,C,60 L,,
1185,2018-09-23,03:45:00,5,7,0,F,C,60 L,,
1188,2018-09-23,04:00:00,5,7,0,F,C,60 L,,
1191,2018-09-23,04:15:00,5,7,0,F,C,60 L,,
1194,2018-09-23,04:30:00,5,8,0,F,C,51 L,,
1197,2018-09-23,04:45:00,5,7,0,F,C,60 L,,
1200,2018-09-23,05:00:00,5,7,0,F,C,60 L,,
1203,2018-09-23,05:15:00,5,7,0,F,C,60 L,,
1206,2018-09-23,05:30:00,5,7,0,F,C,60 L,,
1209,2018-09-23,05:45:00,5,8,0,F,C,51 L,,
1212,2018-09-23,06:00:00,5,7,0,F,C,60 L,,
1215,2018-09-23,06:15:00,5,8,0,F,L,51 L,,
1218,2018-09-23,06:30:00,5,7,0,F,L,60 L,,
1221,2018-09-23,06:45:00,5,8,0,F,L,51 L,,
1224,2018-09-23,07:00:00,7,7,0,F,L,71 L,9,3
1227,2018-09-23,07:15:00,40,32,0,F,L,78 L,,
1230,2018-09-23,07:30:00,18,17,0,F,L,74 L,,
1233,2018-09-23,07:45:00,18,12,0,F,L,84 L,,
1236,2018-09-23,08:00:00,30,20,0,F,L,83 L,31,4
1239,2018-09-23,08:15:00,32,20,0,F,L,85 L,,
1242,2018-09-23,08:30:00,27,13,0,F,L,89 L,,
1245,2018-09-23,08:45:00,67,37,0,F,L,88 L,,
1248,2018-09-23,09:00:00,54,27,0,F,L,89 L,47,2
1251,2018-09-23,09:15:00,66,32,0,F,L,90 L,,
1254,2018-09-23,09:30:00,60,32,0,F,L,88 L,,
1257,2018-09-23,09:45:00,57,29,0,F,L,89 L,,
1260,2018-09-23,10:00:00,72,39,0,F,L,88 L,66,2
1263,2018-09-23,10:15:00,45,24,0,F,L,89 L,,
1266,2018-09-23,10:30:00,66,35,0,F,L,88 L,,
1269,2018-09-23,10:45:00,47,25,0,F,L,88 L,,
1272,2018-09-23,11:00:00,32,13,0,F,L,92 L,49,2
1275,2018-09-23,11:15:00,25,10,0,F,L,93 L,,
1278,2018-09-23,11:30:00,27,12,0,F,L,92 L,,
1281,2018-09-23,11:45:00,25,12,0,F,L,91 L,,
1284,2018-09-23,12:00:00,24,10,0,F,L,92 L,25,0
1287,2018-09-23,12:15:00,22,10,0,F,L,91 L,,
1290,2018-09-23,12:30:00,22,10,0,F,L,91 L,,
1293,2018-09-23,12:45:00,13,7,0,F,L,89 L,,
1296,2018-09-23,13:00:00,8,8,0,F,L,71 L,17,1
1299,2018-09-23,13:15:00,12,8,0,F,L,81 L,,
1302,2018-09-23,13:30:00,13,8,0,F,L,85 L,,
1305,2018-09-23,13:45:00,13,8,0,F,L,85 L,,
1308,2018-09-23,14:00:00,13,8,0,F,L,85 L,14,1
1311,2018-09-23,14:15:00,12,8,0,F,L,81 L,,
1314,2018-09-23,14:30:00,10,8,0,F,L,77 L,,
1317,2018-09-23,14:45:00,10,8,0,F,L,77 L,,
1320,2018-09-23,15:00:00,10,7,0,F,L,83 L,12,2
1323,2018-09-23,15:15:00,8,8,0,F,L,71 L,,
1326,2018-09-23,15:30:00,10,7,0,F,L,83 L,,
1329,2018-09-23,15:45:00,12,8,0,F,L,81 L,,
1332,2018-09-23,16:00:00,10,8,0,F,L,77 L,12,2
1335,2018-09-23,16:15:00,10,7,0,F,L,83 L,,
1338,2018-09-23,16:30:00,42,29,0,F,L,83 L,,
1341,2018-09-23,16:45:00,54,35,0,F,L,84 L,,
1344,2018-09-23,17:00:00,40,22,0,F,L,88 L,40,3
1347,2018-09-23,17:15:00,74,37,0,F,L,89 L,,
1350,2018-09-23,17:30:00,81,40,0,F,L,89 L,,
1353,2018-09-23,17:45:00,76,39,0,F,L,89 L,,
1356,2018-09-23,18:00:00,49,22,0,F,L,91 L,72,2
1359,2018-09-23,18:15:00,55,27,0,F,L,90 L,,
1362,2018-09-23,18:30:00,42,18,0,F,L,92 L,,
1365,2018-09-23,18:45:00,69,35,0,F,L,89 L,,
1368,2018-09-23,19:00:00,45,20,0,F,L,91 L,54,1
1371,2018-09-23,19:15:00,74,39,0,F,L,89 L,,
1374,2018-09-23,19:30:00,44,20,0,F,L,91 L,,
1377,2018-09-23,19:45:00,76,37,0,F,L,90 L,,
1380,2018-09-23,20:00:00,84,42,0,F,L,89 L,71,2
1383,2018-09-23,20:15:00,82,40,0,F,L,90 L,,
1386,2018-09-23,20:30:00,81,40,0,F,L,89 L,,
1389,2018-09-23,20:45:00,81,37,0,F,L,91 L,,
1392,2018-09-23,21:00:00,84,40,0,F,L,90 L,84,2
1395,2018-09-23,21:15:00,81,39,0,F,L,90 L,,
1398,2018-09-23,21:30:00,74,39,0,F,L,89 L,,
1401,2018-09-23,21:45:00,64,30,0,F,L,90 L,,
1404,2018-09-23,22:00:00,17,8,0,F,L,89 L,60,2
1407,2018-09-23,22:15:00,8,5,0,F,L,86 L,,
1410,2018-09-23,22:30:00,5,3,0,F,L,83 L,,
1413,2018-09-23,22:45:00,7,5,0,F,L,80 L,,
1416,2018-09-23,23:00:00,7,5,0,F,L,80 L,8,1
1419,2018-09-23,23:15:00,5,5,0,F,L,71 L,,
1422,2018-09-23,23:30:00,5,7,0,F,L,60 L,,
1425,2018-09-23,23:45:00,5,5,0,F,L,71 L,,
1428,2018-09-24,00:00:00,5,5,0,F,L,71 L,7,2
1431,2018-09-24,00:15:00,5,5,0,F,C,71 L,,
1434,2018-09-24,00:30:00,5,5,0,F,C,71 L,,
1437,2018-09-24,00:45:00,5,7,0,F,C,60 L,,
1440,2018-09-24,01:00:00,5,5,0,F,C,71 L,,
1443,2018-09-24,01:15:00,5,5,0,F,C,71 L,,
1446,2018-09-24,01:30:00,5,5,0,F,C,71 L,,
1449,2018-09-24,01:45:00,5,5,0,F,C,71 L,,
1452,2018-09-24,02:00:00,5,7,0,F,C,60 L,,
1455,2018-09-24,02:15:00,5,5,0,F,C,71 L,,
1458,2018-09-24,02:30:00,5,7,0,F,C,60 L,,
1461,2018-09-24,02:45:00,5,5,0,F,C,71 L,,
1464,2018-09-24,03:00:00,5,7,0,F,C,60 L,,
1467,2018-09-24,03:15:00,3,5,0,F,C,55 L,,
1470,2018-09-24,03:30:00,5,5,0,F,C,71 L,,
1473,2018-09-24,03:45:00,5,5,0,F,C,71 L,,
1476,2018-09-24,04:00:00,5,5,0,F,C,71 L,,
1479,2018-09-24,04:15:00,5,7,0,F,C,60 L,,
1482,2018-09-24,04:30:00,3,5,0,F,C,55 L,,
1485,2018-09-24,04:45:00,5,5,0,F,C,71 L,,
1488,2018-09-24,05:00:00,5,5,0,F,C,71 L,,
1491,2018-09-24,05:15:00,5,5,0,F,C,71 L,,
1494,2018-09-24,05:30:00,5,5,0,F,C,71 L,,
1497,2018-09-24,05:45:00,5,7,0,F,C,60 L,,
1500,2018-09-24,06:00:00,5,5,0,F,C,71 L,,
1503,2018-09-24,06:15:00,5,5,0,F,L,71 L,,
1506,2018-09-24,06:30:00,5,5,0,F,L,71 L,,
1509,2018-09-24,06:45:00,8,5,0,F,L,86 L,,
1512,2018-09-24,07:00:00,15,5,0,F,L,95 L,9,1
1515,2018-09-24,07:15:00,25,10,0,F,L,93 L,,
1518,2018-09-24,07:30:00,35,13,0,F,L,93 L,,
1521,2018-09-24,07:45:00,32,10,0,F,L,95 L,,
1524,2018-09-24,08:00:00,30,12,0,F,L,93 L,,
1527,2018-09-24,08:15:00,30,10,0,F,L,95 L,,
1530,2018-09-24,08:30:00,35,12,0,F,L,95 L,,
1533,2018-09-24,08:45:00,35,13,0,F,L,93 L,,
1536,2018-09-24,09:00:00,37,12,0,F,L,95 L,,
1539,2018-09-24,09:15:00,37,13,0,F,L,94 L,,
1542,2018-09-24,09:30:00,32,10,0,F,L,95 L,,
1545,2018-09-24,09:45:00,37,15,0,F,L,93 L,,
1548,2018-09-24,10:00:00,44,13,0,F,L,96 L,,
1551,2018-09-24,10:15:00,37,15,0,F,L,93 L,,
1554,2018-09-24,10:30:00,39,13,0,F,L,94 L,,
1557,2018-09-24,10:45:00,45,15,0,F,L,95 L,,
1560,2018-09-24,11:00:00,47,15,0,F,L,95 L,,
1563,2018-09-24,11:15:00,34,12,0,F,L,94 L,,
1566,2018-09-24,11:30:00,22,8,0,F,L,93 L,,
1569,2018-09-24,11:45:00,24,12,0,F,L,89 L,,
1572,2018-09-24,12:00:00,20,10,0,F,L,89 L,,
1575,2018-09-24,12:15:00,18,10,0,F,L,88 L,,
1578,2018-09-24,12:30:00,17,8,0,F,L,89 L,,
1581,2018-09-24,12:45:00,18,10,0,F,L,88 L,,
1584,2018-09-24,13:00:00,18,8,0,F,L,91 L,19,1
1587,2018-09-24,13:15:00,25,8,0,F,L,95 L,,
1590,2018-09-24,13:30:00,29,7,0,F,L,97 L,,
1593,2018-09-24,13:45:00,29,8,0,F,L,96 L,,
1596,2018-09-24,14:00:00,29,7,0,F,L,97 L,,
1599,2018-09-24,14:15:00,30,10,0,F,L,95 L,,
1602,2018-09-24,14:30:00,27,7,0,F,L,97 L,,
1605,2018-09-24,14:45:00,25,8,0,F,L,95 L,,
1608,2018-09-24,15:00:00,24,7,0,F,L,96 L,,
1611,2018-09-24,15:15:00,25,8,0,F,L,95 L,,
1614,2018-09-24,15:30:00,25,7,0,F,L,97 L,,
1617,2018-09-24,15:45:00,24,8,0,F,L,94 L,,
1620,2018-09-24,16:00:00,24,8,0,F,L,94 L,,
1623,2018-09-24,16:15:00,18,7,0,F,L,94 L,,
1626,2018-09-24,16:30:00,24,8,0,F,L,94 L,,
1629,2018-09-24,16:45:00,24,8,0,F,L,94 L,,
1632,2018-09-24,17:00:00,22,8,0,F,L,93 L,,
1635,2018-09-24,17:15:00,18,7,0,F,L,94 L,,
1638,2018-09-24,17:30:00,15,5,0,F,L,95 L,,
1641,2018-09-24,17:45:00,13,7,0,F,L,89 L,,
1644,2018-09-24,18:00:00,12,8,0,F,L,81 L,15,0
1647,2018-09-24,18:15:00,3,3,0,P,L,71 L,,
1650,2018-09-24,18:30:00,2,3,0,P,L,45 L,,
1653,2018-09-24,18:45:00,0,3,0,P,L,0 L,,
1656,2018-09-24,19:00:00,2,2,0,P,L,71 L,3,1
1659,2018-09-24,19:15:00,0,3,0,P,L,0 L,,
1662,2018-09-24,19:30:00,2,3,0,P,L,45 L,,
1665,2018-09-24,19:45:00,0,3,0,P,L,0 L,,
1668,2018-09-24,20:00:00,2,2,0,P,L,71 L,3,2
1671,2018-09-24,20:15:00,0,3,0,P,L,0 L,,
1674,2018-09-24,20:30:00,2,3,0,P,L,45 L,,
1677,2018-09-24,20:45:00,0,3,0,P,L,0 L,,
1680,2018-09-24,21:00:00,2,3,0,P,L,45 L,3,2
1683,2018-09-24,21:15:00,17,13,0,F,L,78 L,,
1686,2018-09-24,21:30:00,47,32,0,F,L,83 L,,
1689,2018-09-24,21:45:00,45,32,0,F,L,82 L,,
1692,2018-09-24,22:00:00,42,30,0,F,L,81 L,43,5
1695,2018-09-24,22:15:00,30,24,0,F,L,79 L,,
1698,2018-09-24,22:30:00,27,22,0,F,L,78 L,,
1701,2018-09-24,22:45:00,10,10,0,F,L,71 L,,
1704,2018-09-24,23:00:00,5,7,0,F,L,60 L,22,4
1707,2018-09-24,23:15:00,7,7,0,F,L,71 L,,
1710,2018-09-24,23:30:00,5,5,0,F,L,71 L,,
1713,2018-09-24,23:45:00,7,7,0,F,L,71 L,,
1716,2018-09-25,00:00:00,5,7,0,F,L,60 L,8,2
1719,2018-09-25,00:15:00,7,7,0,F,C,71 L,,
1722,2018-09-25,00:30:00,5,7,0,F,C,60 L,,
1725,2018-09-25,00:45:00,5,7,0,F,C,60 L,,
1728,2018-09-25,01:00:00,5,7,0,F,C,60 L,,
1731,2018-09-25,01:15:00,7,7,0,F,C,71 L,,
1734,2018-09-25,01:30:00,5,7,0,F,C,60 L,,
1737,2018-09-25,01:45:00,5,7,0,F,C,60 L,,
1740,2018-09-25,02:00:00,5,7,0,F,C,60 L,,
1743,2018-09-25,02:15:00,5,7,0,F,C,60 L,,
1746,2018-09-25,02:30:00,5,5,0,F,C,71 L,,
1749,2018-09-25,02:45:00,5,7,0,F,C,60 L,,
1752,2018-09-25,03:00:00,7,7,0,F,C,71 L,,
1755,2018-09-25,03:15:00,5,5,0,F,C,71 L,,
1758,2018-09-25,03:30:00,5,8,0,F,C,51 L,,
1761,2018-09-25,03:45:00,5,7,0,F,C,60 L,,
1764,2018-09-25,04:00:00,7,7,0,F,C,71 L,,
1767,2018-09-25,04:15:00,5,7,0,F,C,60 L,,
1770,2018-09-25,04:30:00,5,7,0,F,C,60 L,,
1773,2018-09-25,04:45:00,5,8,0,F,C,51 L,,
1776,2018-09-25,05:00:00,5,7,0,F,C,60 L,,
1779,2018-09-25,05:15:00,5,7,0,F,C,60 L,,
1782,2018-09-25,05:30:00,5,7,0,F,C,60 L,,
1785,2018-09-25,05:45:00,5,7,0,F,C,60 L,,
1788,2018-09-25,06:00:00,5,7,0,F,C,60 L,,
1791,2018-09-25,06:15:00,7,8,0,F,L,62 L,,
1794,2018-09-25,06:30:00,5,7,0,F,L,60 L,,
1797,2018-09-25,06:45:00,5,7,0,F,L,60 L,,
1800,2018-09-25,07:00:00,5,7,0,F,L,60 L,8,3
1803,2018-09-25,07:15:00,8,7,0,F,L,78 L,,
1806,2018-09-25,07:30:00,13,10,0,F,L,80 L,,
1809,2018-09-25,07:45:00,24,12,0,F,L,89 L,,
1812,2018-09-25,08:00:00,47,17,0,F,L,94 L,24,1
1815,2018-09-25,08:15:00,52,18,0,F,L,94 L,,
1818,2018-09-25,08:30:00,52,17,0,F,L,95 L,,
1821,2018-09-25,08:45:00,50,18,0,F,L,94 L,,
1824,2018-09-25,09:00:00,54,20,0,F,L,94 L,,
1827,2018-09-25,09:15:00,50,18,0,F,L,94 L,,
1830,2018-09-25,09:30:00,50,18,0,F,L,94 L,,
1833,2018-09-25,09:45:00,52,17,0,F,L,95 L,,
1836,2018-09-25,10:00:00,55,18,0,F,L,95 L,,
1839,2018-09-25,10:15:00,45,15,0,F,L,95 L,,
1842,2018-09-25,10:30:00,45,15,0,F,L,95 L,,
1845,2018-09-25,10:45:00,45,18,0,F,L,93 L,,
1848,2018-09-25,11:00:00,34,15,0,F,L,91 L,,
1851,2018-09-25,11:15:00,24,12,0,F,L,89 L,,
1854,2018-09-25,11:30:00,22,12,0,F,L,88 L,,
1857,2018-09-25,11:45:00,22,12,0,F,L,88 L,,
1860,2018-09-25,12:00:00,20,13,0,F,L,83 L,23,1
1863,2018-09-25,12:15:00,20,12,0,F,L,86 L,,
1866,2018-09-25,12:30:00,20,10,0,F,L,89 L,,
1869,2018-09-25,12:45:00,18,12,0,F,L,84 L,,
